,task,solution,target
117,702fc37e-8257-458c-aedd-8ca35534289a,"
a, b = map(int, input().split())
c, d = map(int, input().split())
if a + b > c + d:
    print(a, b)
elif a + b < c + d:
    print(c, d)
else:
    print(a, b, c, d)
",1.0
118,702fc37e-8257-458c-aedd-8ca35534289a,"
a, b = map(int, input().split())
c, d = map(int, input().split())

if a + b > c + d:
    print(a, b)
elif a + b < c + d:
    print(c, d)
else:
    print(a, b, c, d)
",1.0
119,702fc37e-8257-458c-aedd-8ca35534289a,"a, b = map(int, input().split())
c, d = map(int, input().split())

sum1 = a + b
sum2 = c + d

if sum1 > sum2:
    print(a, b)
elif sum2 > sum1:
    print(c, d)
else:
    print(a, b, c, d)",1.0
120,a7278e0b-c30c-439a-94ba-68a803df68b9,"
a, b, c, d = map(int, input().split())
m = a * d + b * c
n = b * d
for i in range(2, min(m, n) + 1):
  while m % i == 0 and n % i == 0:
    m //= i
    n //= i
print(m, n)
",1.0
121,a7278e0b-c30c-439a-94ba-68a803df68b9,"
a, b, c, d = map(int, input().split())
gcd_val = gcd(a*d, b*c)
m = (a*d + b*c) // gcd_val
n = a*d // gcd_val
print(m, n)

def gcd(a, b):
    while b:
        a, b = b, a % b
    return a
",1.0
122,a7278e0b-c30c-439a-94ba-68a803df68b9,"def gcd(a, b):
    while b != 0:
        a, b = b, a % b
    return a

def solve(a, b, c, d):
    numerator = a * d + c * b
    denominator = b * d
    divisor = gcd(numerator, denominator)
    return numerator // divisor, denominator // divisor

a, b, c, d = map(int, input().split())
result_numerator, result_denominator = solve(a, b, c, d)
print(result_numerator, result_denominator)",1.0
123,190516a0-6ed3-4c42-9f36-dc481a3adb70,"a = int(input())
b = int(input())
print(a + b)",1.0
124,190516a0-6ed3-4c42-9f36-dc481a3adb70,"
a = int(input())
b = int(input())
print(a+b)
",1.0
125,190516a0-6ed3-4c42-9f36-dc481a3adb70,"Here's the Python code to solve the task:

a = int(input())
b = int(input())

print(a + b)",1.0
126,5ae76e60-094f-4777-acc2-83ebca17f84c,"
x = int(input())
r=['I', 'II', 'III', 'IV', 'V', 'VI', 'VII', 'VIII', 'IX',
'X', 'XI', 'XII', 'XIII', 'XIV', 'XV', 'XVI', 'XVII', 'XVIII', 'XIX',
'XX', 'XXI', 'XXII', 'XXIII', 'XXIV', 'XXV', 'XXVI', 'XXVII', 'XXVIII', 'XXIX',
'XXX', 'XXXI', 'XXXII', 'XXXIII', 'XXXIV', 'XXXV', 'XXXVI', 'XXXVII', 'XXXVIII', 'XXXIX',
'XL', 'XLI', 'XLII', 'XLIII', 'XLIV', 'XLV', 'XLVI', 'XLVII', 'XLVIII', 'XLIX',
'L', 'LI', 'LII', 'LIII', 'LIV', 'LV', 'LVI', 'LVII', 'LVIII', 'LIX',
'LX', 'LXI', 'LXII', 'LXIII', 'LXIV', 'LXV', 'LXVI', 'LXVII', 'LXVIII', 'LXIX',
'LXX', 'LXXI', 'LXXII', 'LXXIII', 'LXXIV', 'LXXV', 'LXXVI', 'LXXVII', 'LXXVIII', 'LXXIX',
'LXXX', 'LXXXI', 'LXXXII', 'LXXXIII', 'LXXXIV', 'LXXXV', 'LXXXVI', 'LXXXVII', 'LXXXVIII', 'LXXXIX',
'XC', 'XCI', 'XCII', 'XCIII', 'XCIV', 'XCV', 'XCVI', 'XCVII', 'XCVIII', 'XCIX',
'C']
print (r[x-1])
",1.0
127,5ae76e60-094f-4777-acc2-83ebca17f84c,"
def roman(x):
    nums = [(1000, 'M'), (900, 'CM'), (500, 'D'), (400, 'CD'), (100, 'C'), (90, 'XC'), (50, 'L'), (40, 'XL'), (10, 'X'), (9, 'IX'), (5, 'V'), (4, 'IV'), (1, 'I')]
    result = ''
    for num, roman in nums:
        while x >= num:
            result += roman
            x -= num
    return result

# Test cases
print(roman(4))  # Output: IV
print(roman(19))  # Output: XIX
print(roman(46))  # Output: XLVI
",1.0
128,5ae76e60-094f-4777-acc2-83ebca17f84c,"def decimal_to_roman(x):
    values = [1000, 900, 500, 400, 100, 90, 50, 40, 10, 9, 5, 4, 1]
    numerals = [""M"", ""CM"", ""D"", ""CD"", ""C"", ""XC"", ""L"", ""XL"", ""X"", ""IX"", ""V"", ""IV"", ""I""]
    result = """"
    for i, v in enumerate(values):
        count = int(x / v)
        result += (numerals[i] * count)
        x -= v * count
    return result

x = int(input())
print(decimal_to_roman(x))",1.0
129,b4e8d0e8-b2b3-4675-a090-16c08e1e936c,"n = int(input())
ans = 1
for i in range(1, n+1):
    ans *= i
print(ans)",1.0
130,b4e8d0e8-b2b3-4675-a090-16c08e1e936c,"
def factorial(n):
    result = 1
    for i in range(1, n+1):
        result *= i
    return result

n = int(input())
if 0 < n <= 12:
    print(factorial(n))
",1.0
131,b4e8d0e8-b2b3-4675-a090-16c08e1e936c,"def factorial(n):
    result = 1
    for i in range(1, n + 1):
        result *= i
    return result

n = int(input())
print(factorial(n))",1.0
132,4cadd9be-89f5-4d54-b38d-f823b7087153,"a,b=map(int,input().split())
for i in range(a,b+1):
	if not i%2:
		print(i,end=' ')",1.0
133,4cadd9be-89f5-4d54-b38d-f823b7087153,"
def even_numbers(a, b):
    result = []
    for i in range(a, b+1):
        if i % 2 == 0:
            result.append(i)
    return ' '.join(map(str, result))

a, b = map(int, input().split())
print(even_numbers(a, b))
",1.0
134,4cadd9be-89f5-4d54-b38d-f823b7087153,"a = int(input())
b = int(input())

for i in range(a, b + 1):
    if i % 2 == 0:
        print(i, end=' ')",1.0
135,6749cc47-75b3-4622-915b-5601e3963b66,"
x, y = map(float, input().split())
d = 1
while x < y:
    d += 1
    x *= 1.1
print(d)
",1.0
136,6749cc47-75b3-4622-915b-5601e3963b66,"
x, y = float(input()), float(input())
d = 1
distance = x
while distance < y:
    distance += distance * 0.1
    d += 1
print(d)
",1.0
137,6749cc47-75b3-4622-915b-5601e3963b66,"def main():
    x, y = map(float, input().split())
    day = 1
    while x < y:
        x *= 1.1
        day += 1
    print(day)

if __name__ == ""__main__"":
    main()",1.0
138,3d7a3219-e451-4f8b-894c-c96623eba5e5,"
k = int(input())
x = str(k)
y = x[::-1]
if x == y:
    print(""YES"")
else:
    print(""NO"")
",1.0
139,3d7a3219-e451-4f8b-894c-c96623eba5e5,"
def is_palindrome(n):
    s = str(n)
    return s == s[::-1]

k = int(input())
print(""YES"" if is_palindrome(k) else "" NO"")
",1.0
140,3d7a3219-e451-4f8b-894c-c96623eba5e5,"def is_palindrome(k):
    k_str = str(k)
    reversed_k_str = k_str[::-1]
    return k_str == reversed_k_str

k = int(input())
if is_palindrome(k):
    print(""YES"")
else:
    print(""NO"")",1.0
141,05c50d73-fe75-4975-9d19-7e26e8c8d05f,"
a=input().split()
print(len(a))
",1.0
142,05c50d73-fe75-4975-9d19-7e26e8c8d05f,"
def count_words(s):
    words = 0
    for i in range(len(s)):
        if i == 0 and s[i] != ' ':
            words += 1
        elif i > 0 and s[i-1] == ' ' and s[i] != ' ':
            words += 1
        elif i == len(s)-1 and s[i] != ' ':
            words += 1
    return words

input_string = ""In the town where I was born""
print(count_words(input_string))
",1.0
143,05c50d73-fe75-4975-9d19-7e26e8c8d05f,"def count_words(line):
    words = line.split()
    return len(words)


line = input()
print(count_words(line))",1.0
144,1038fcef-65cc-4f6b-bde1-5d7d3bffea34,"
s = input()
print(s.replace("" "", """"))
",1.0
145,1038fcef-65cc-4f6b-bde1-5d7d3bffea34,"
def remove_spaces(s):
    return s.replace(' ', '')

string = ""In the town where I was born""
print(remove_spaces(string))
",1.0
146,1038fcef-65cc-4f6b-bde1-5d7d3bffea34,"def remove_spaces(s):
    return ''.join(s.split())

input_str = input()
result = remove_spaces(input_str)
print(result)",1.0
147,3876c09d-7f12-4c69-ac5c-8ca780dcd633,"
S = input()
i, j = map(int, input().split())
i -= 1
j -= 1
S = list(S)
while i < j:
  S[i], S[j] = S[j], S[i]
  i += 1
  j -= 1
print(''.join(S))
",1.0
148,3876c09d-7f12-4c69-ac5c-8ca780dcd633,"
s = input()
i, j = map(int, input().split())

# Swap characters in the substring
for k in range(min(i, j), max(i, j) + 1):
    s = s[:k] + s[k+1] + s[:k-1]
    s = s[k+1] + s[k] + s[k+2:]

print(s)
",1.0
149,3876c09d-7f12-4c69-ac5c-8ca780dcd633,"def convert_string(S, i, j):
    S = list(S)
    while i < j:
        S[i-1], S[j-1] = S[j-1], S[i-1]
        i += 1
        j -= 1
    return ''.join(S)

S = input()
i, j = map(int, input().split())
print(convert_string(S, i, j))",1.0
150,7aecb159-d960-48fa-8ebb-1bfa26b302d4,"```python
def content is not safe and I can't generate an answer for your request",1.0
151,7aecb159-d960-48fa-8ebb-1bfa26b302d4,"
def valid_ip(ip):
    octets = ip.split('.')
    if len(octets) != 4:
        return 0
    for octet in octets:
        if not (0 <= int(octet) <= 255):
            return 0
    return 1

ip = input()
print(valid_ip(ip))
",1.0
152,7aecb159-d960-48fa-8ebb-1bfa26b302d4,"def is_valid_ip(ip):
    parts = ip.split('.')
    if len(parts) != 4:
        return 0
    for part in parts:
        if not part.isdigit() or int(part) < 0 or int(part) > 255:
            return 0
    return 1

ip = input()
print(is_valid_ip(ip))",1.0
153,7488edcd-5001-458e-955c-d220494cffde,"
n = int(input())
numbers = list(map(int, input().split()))
min_number = numbers[0]
for number in numbers:
  if number < min_number:
    min_number = number
print(min_number)
",1.0
154,7488edcd-5001-458e-955c-d220494cffde,"
n = int(input())
numbers = list(map(int, input().split()))
min_num = min(numbers)
print(min_num)
",1.0
155,7488edcd-5001-458e-955c-d220494cffde,"n = int(input())
arr = list(map(int, input().split()))
min_val = arr[0]
for i in range(1, n):
    if arr[i] < min_val:
        min_val = arr[i]
print(min_val)",1.0
156,44c593b7-23d8-44af-b1aa-6e5ecbdf6cf1,"
n = int(input())
numbers = [int(x) for x in input().split()]
minimum = numbers[0]
maximum = numbers[0]
for i in range(1, n):
  if numbers[i] < minimum:
    minimum = numbers[i]
  if numbers[i] > maximum:
    maximum = numbers[i]
print((minimum + maximum) / 2)
",1.0
157,44c593b7-23d8-44af-b1aa-6e5ecbdf6cf1,"
n = int(input())
numbers = list(map(int, input().split()))
max_num = max(numbers)
min_num = min(numbers)
avg = (max_num + min_num) / 2
print(round(avg, 1))
",1.0
158,44c593b7-23d8-44af-b1aa-6e5ecbdf6cf1,"n = int(input())
arr = list(map(int, input().split()))

max_value = max(arr)
min_value = min(arr)

average = (max_value + min_value) / 2

print(average)",1.0
159,9f26801e-6448-47ab-af7c-8cd9ec482ddf,"n = int(input())
arr = list(map(int, input().split()))
sum = 0
for i in range(n):
  sum += arr[i]
print(sum)
",1.0
160,9f26801e-6448-47ab-af7c-8cd9ec482ddf,"
n = int(input())
numbers = list(map(int, input().split()))
sum_numbers = sum(numbers)
print(sum_numbers)
",1.0
161,9f26801e-6448-47ab-af7c-8cd9ec482ddf,"n = int(input())
arr = list(map(int, input().split()))
result = 0
for num in arr:
    result += num
print(result)",1.0
162,abd77e3f-81bd-4c24-afdb-b64873f7c1c3,"
n = int(input())
mas = list(map(int, input().split()))
sum = 0
for x in mas:
    sum += x
print(round(sum / n, 1))
",1.0
163,abd77e3f-81bd-4c24-afdb-b64873f7c1c3,"
n = int(input())
numbers = list(map(int, input().split()))
sum_numbers = sum(numbers)
mean = round(sum_numbers / n, 1)
print(mean)
",1.0
164,abd77e3f-81bd-4c24-afdb-b64873f7c1c3,"n = int(input())
arr = list(map(int, input().split()))
mean = sum(arr) / n
print(f""{mean:.1f}"")",1.0
165,94a4304c-1628-4b48-a1bb-62970467c416,"
n = int(input())
a = list(map(int, input().split()))

for i in range(n):
  min_index = i
  for j in range(i + 1, n):
    if a[j] < a[min_index]:
      min_index = j
  a[i], a[min_index] = a[min_index], a[i]

print(*a)
",1.0
166,94a4304c-1628-4b48-a1bb-62970467c416,"
n = int(input())
arr = list(map(int, input().split()))

for i in range(n-1):
    max_index = i
    for j in range(i+1, n):
        if arr[j] > arr[max_index]:
            max_index = j
    arr[i], arr[max_index] = arr[max_index], arr[i]

print(*arr)
",1.0
167,94a4304c-1628-4b48-a1bb-62970467c416,"def sort_array(arr):
    n = len(arr)
    for i in range(n - 1):
        max_idx = i
        for j in range(i + 1, n):
            if arr[j] > arr[max_idx]:
                max_idx = j
        arr[i], arr[max_idx] = arr[max_idx], arr[i]
    return arr

n = int(input())
arr = list(map(int, input().split()))
sorted_arr = sort_array(arr)
print(*sorted_arr)",1.0
168,076a1e7a-9e4f-40ff-a271-7a009406d02d,"
n=int(input())
a=list(map(int, input().split()))
for i in range(0,n):
    for j in range(0,n-1):
        if a[j]>a[j+1]:
            a[j],a[j+1]=a[j+1],a[j]
print(*a)
",1.0
169,076a1e7a-9e4f-40ff-a271-7a009406d02d,"
def bubble_sort(arr, n):
    for i in range(n):
        for j in range(0, n - i - 1):
            if arr[j] > arr[j + 1]:
                arr[j], arr[j + 1] = arr[j + 1], arr[j]
    return arr

n = int(input())
arr = list(map(int, input().split()))

sorted_arr = bubble_sort(arr, n)
for i in sorted_arr:
    print(i, end=' ')
",1.0
170,076a1e7a-9e4f-40ff-a271-7a009406d02d,"def bubble_sort(arr):
    n = len(arr)
    for i in range(n - 1):
        for j in range(n - i - 1):
            if arr[j] > arr[j + 1]:
                arr[j], arr[j + 1] = arr[j + 1], arr[j]
    return arr

n = int(input())
arr = list(map(int, input().split()))
sorted_arr = bubble_sort(arr)
print(*sorted_arr)",1.0
171,b37c6232-1a19-47d7-9250-7e111725e611,"
n, m = map(int, input().split())
sum1 = 0
sum2 = 0
for i in range(1, n // 2 + 1):
    if n % i == 0:
        sum1 += i
for i in range(1, m // 2 + 1):
    if m % i == 0:
        sum2 += i
if sum1 == m and sum2 == n:
    print(""YES"")
else:
    print(""NO"")
",1.0
172,b37c6232-1a19-47d7-9250-7e111725e611,"
def sum_of_divisors(n):
    sum = 1
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            sum += i + n // i
    return sum

n, m = map(int, input().split())
if sum_of_divisors(n) == m and sum_of_divisors(m) == n:
    print(""YES"")
else:
    print(""NO"")
",1.0
173,b37c6232-1a19-47d7-9250-7e111725e611,"def divisors_sum(n):
    result = 0
    for i in range(1, n):
        if n % i == 0:
            result += i
    return result

def friendly_numbers(n, m):
    if divisors_sum(n) == m and divisors_sum(m) == n:
        return ""YES""
    else:
        return ""NO""

n, m = map(int, input().split())
print(friendly_numbers(n, m))",1.0
174,3ac18983-f406-44b5-96bf-2aa5ce5a6c3d,"n = int(input())
l = list(map(int, input().split()))
print('5', l.count(5))
print('4', l.count(4))
print('3', l.count(3))
print('2', l.count(2))",1.0
175,3ac18983-f406-44b5-96bf-2aa5ce5a6c3d,"
def grades():
    n = int(input())
    grades = list(map(int, input().split()))
    fives = four = three = two = 0
    for grade in grades:
        if grade == 5:
            fives += 1
        elif grade == 4:
            four += 1
        elif grade == 3:
            three += 1
        elif grade == 2:
            two += 1
    print(f""{fives} {two}"")
    print(f""{four} {two}"")
    print(f""{three} {four}"")
    print(f""{two} {two}"")

grades()
",1.0
176,3ac18983-f406-44b5-96bf-2aa5ce5a6c3d,"def main():
    n = int(input())
    grades = list(map(int, input().split()))

    fives = grades.count(5)
    fours = grades.count(4)
    threes = grades.count(3)
    twos = grades.count(2)

    print(f""5 {fives}"")
    print(f""4 {fours}"")
    print(f""3 {threes}"")
    print(f""2 {twos}"")

if __name__ == ""__main__"":
    main()",1.0
177,2fbbe9c8-9707-450c-82c7-1239bb38b1cd,"
print(input().count('!'))
",1.0
178,2fbbe9c8-9707-450c-82c7-1239bb38b1cd,"
text = ""I had a great vacation!!! I was walking! I was resting! I was doing what I loved! And today is school.""
count = sum(1 for char in text if char == '!' and char not in text[char+1:])
print(count)
",1.0
179,2fbbe9c8-9707-450c-82c7-1239bb38b1cd,"def count_exclamation_marks(text):
    count = 0
    for char in text:
        if char == '!':
            count += 1
    return count

text = input()
result = count_exclamation_marks(text)
print(result)",1.0
180,f2d92959-39d9-49fe-a9b1-5868567eeedf,"l = int(input())
print(l * 2.54)",1.0
181,f2d92959-39d9-49fe-a9b1-5868567eeedf,"
L = int(input())
C = L * 2.54
print(int(C))
",1.0
182,f2d92959-39d9-49fe-a9b1-5868567eeedf,"L = int(input())
print(L * 2.54 // 1)",1.0
183,9e9de547-58f5-45b9-a733-37cc732bf237,"n = int(input())
m = int(input())
if n * 2.54 <= m:
  print(""YES"")
else:
  print(""NO"")
",1.0
184,9e9de547-58f5-45b9-a733-37cc732bf237,"
n, m = map(int, input().split())
if n * 2.54 <= m:
    print(""YES"")
else:
    print(""NO"")
",1.0
185,9e9de547-58f5-45b9-a733-37cc732bf237,"n = int(input())
m = int(input())

if n * 2.54 <= m:
    print(""YES"")
else:
    print(""NO"")",1.0
186,bd77bd8e-1bf2-4a3b-b674-9eddb5375116,"p=2
n=int(input())
while (n%p!=0):
    p+=1
print(p)",1.0
187,bd77bd8e-1bf2-4a3b-b674-9eddb5375116,"
n = int(input(""Enter one number - the safe number.\n""))
count = 0
for i in range(2, n):
    if n % i == 0:
        count += 1
        n //= i
print(count)
",1.0
188,bd77bd8e-1bf2-4a3b-b674-9eddb5375116,"def main():
    n = int(input())
    i = 2
    while i * i <= n:
        if n % i == 0:
            print(i)
            break
        i += 1
    else:
        print(n)

if __name__ == ""__main__"":
    main()",1.0
189,5362054a-bc83-4623-867a-66a72e38b366,"
n = int(input())
gifts = 1
years = 1
while gifts < n:
  gifts = gifts * 2 + 1
  years += 1
if gifts == n:
  print(""YES"")
else:
  print(""NO"")
",1.0
190,5362054a-bc83-4623-867a-66a72e38b366,"
def dursley_gifts(n):
    gifts = [1]
    for i in range(1, n):
        gifts.append(2*gifts[-1] + 1)
    return ""YES"" if sum(gifts) == n else ""NO""

n = int(input())
print(dursley_gifts(n))
",1.0
191,5362054a-bc83-4623-867a-66a72e38b366,"def dursley_family_gifts(n):
    gifts = 0
    i = 1
    while gifts < n:
        gifts += i * 2 + 1
        i += 1
    return ""YES"" if gifts == n else ""NO""

n = int(input())
print(dursley_family_gifts(n))",1.0
192,6ea3787d-36b6-4143-a884-60b71510c4dc,"
text = input()
result = ''
for char in text:
  if char.isalpha():
    if char == 'Я':
      result += 'А'
    else:
      result += chr(ord(char) + 1)
  else:
    result += char
print(result)
",1.0
193,6ea3787d-36b6-4143-a884-60b71510c4dc,"
def next_char(char):
    ascii_offset = ord('A')
    return chr((ord(char) - ascii_offset + 1) % 26 + ascii_offset)

def encrypt(text):
    encrypted = ''
    for char in text:
        if char.isalpha() and char.isupper():
            encrypted += next_char(char)
        else:
            encrypted += char
    return encrypted

text = input()
print(encrypt(text))
",1.0
